source,target,weight,resources,references,sign_decision
TWIST2,GDF15,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,ICAM1,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST2,NR2F1,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,RUNX2,-1.0,SIGNOR;TRRUST,12270142;21931630,PMID
XBP1,CXCL8,1.0,CytReg;TRRUST,16931790,PMID
XBP1,ESR1,1.0,GEREDB;TRRUST,12954762;15487507;15882996,PMID
XBP1,HSPA1A,1.0,TRRUST,17404501,default activation
TCF7L2,BCL2,1.0,NTNU.Curated;TFactS,17404573;23671559,PMID
TCF7L2,CCN2,1.0,Pavlidis2021;TFactS,12200448;20571031,PMID
TCF7L2,EDN1,1.0,NTNU.Curated;Pavlidis2021;TFactS,15558022;16291872,PMID
TCF7L2,ENC1,1.0,TFactS,11691783,PMID
TCF7L2,EPCAM,1.0,TFactS,18006828,PMID
TCF7L2,FST,1.0,TFactS,15579438;18948405,PMID
TCF7L2,CXCL8,1.0,TFactS,12200448;16132617,PMID
TCF7L2,KRT1,1.0,TFactS,12200448,PMID
TCF7L2,LEF1,1.0,NTNU.Curated;TFactS,11326276;15473860;17335794;20802155,PMID
TCF7L2,MMP7,1.0,TFactS,10514384;11943708;12200448;12782598;12958188;15457508,PMID
TCF7L2,PTTG1,1.0,TFactS,15514942;16705313,PMID
TCF7L2,SGK1,1.0,TFactS,12907606,PMID
TCF7L2,TAGLN,1.0,GEREDB;TFactS,19344627,PMID
TCF7L2,VCAN,1.0,TFactS,12095419;15579438;15668231,PMID
MYC,ACSL4,-1.0,TFactS,11085504,PMID
MYC,CPD,-1.0,TFactS,11085504,PMID
MYC,DNAJB1,1.0,TFactS,11983916,PMID
MYC,HAS2,1.0,TFactS,11085504,PMID
MYC,HERC5,1.0,TFactS,11983916,PMID
MYC,HSPH1,1.0,TFactS,11983916,PMID
MYC,NCAM1,-1.0,TFactS,11085504,PMID
MYC,PPP2R2B,-1.0,TFactS,11085504,PMID
MYC,TPD52,-1.0,TFactS,11085504,PMID
NR2F1,TF,-1.0,TFactS,7610049;8706718,PMID
LEF1,BCL2,1.0,TFactS,12782598;16288908;17404573,PMID
JUN,FABP4,1.0,GEREDB,20145251,PMID
JUN,TPSAB1,1.0,GEREDB;TFactS,11157480;15464728;16730810,PMID
JUN,GZMB,1.0,NTNU.Curated,12700414;2233710;9857074,PMID
MITF,CADM1,1.0,GEREDB;TFactS,12456501;1999537,default activation
ESR1,PPARG,-1.0,DoRothEA-A;SIGNOR,16144913,PMID
EBF1,PPARG,1.0,TFactS,17060461,PMID
EBF1,CXCL12,1.0,CytReg;GEREDB,17374609,PMID
DLX5,SPP1,1.0,SIGNOR;TFactS,17335796;20587945;20965237;21276840,PMID
ATF3,GCLC,-1.0,TFactS,15629866,PMID
NFIA,HGF,-1.0,NTNU.Curated;TFactS,10851080,PMID
PAWR,CDH2,-1.0,GOA,25472717,PMID
HDAC9,LPL,-1.0,GOA,28855441,PMID
BACH2,HBB,-1.0,GOA,8887638,PMID
BCL11A,HBG2,-1.0,GOA;Pavlidis2021;SIGNOR,19153051;20395365;20712774;23576758;29606353,PMID
BCL11A,HBZ,-1.0,GOA,29606353,PMID
ID2,HES1,-1.0,GOA;Pavlidis2021,17681138;19109490,PMID
IRF4,ALDH1A2,1.0,GOA,30413670,PMID
GATA2,KDR,1.0,GEREDB;GOA,12799070;17166922;19242469;22499991,PMID
ID3,HES1,1.0,GOA,17681138,PMID
TLE1,BCL2,1.0,GOA,15006356,PMID
CCDC62,CXCL12,1.0,GOA,18563714,PMID
TRIM5,JUN,1.0,GOA,23077300,PMID
ESR1,NFIB,1.0,DoRothEA-A;IntAct,18414489;26153859,default activation
EZH2,RNF19B,1.0,IntAct,25417162,default activation
GATA3,CDH2,1.0,IntAct,26028330,default activation
GATA3,GREB1,1.0,IntAct,25303530,default activation
JUN,GREB1,1.0,IntAct,25303530,default activation
KDM5B,CALML5,1.0,IntAct,24937458,default activation
KDM5B,ESRP1,1.0,IntAct,24937458,default activation
KDM5B,FST,1.0,IntAct,24937458,default activation
KDM5B,PALD1,1.0,IntAct,24937458,default activation
KDM5B,TGFB2,1.0,IntAct,24937458,default activation
MAFB,IL7R,1.0,IntAct,24472656,default activation
MYC,CCR4,1.0,IntAct,26766587,default activation
MITF,TPSAB1,1.0,SIGNOR,20513998,PMID
MYC,HECTD4,-1.0,SIGNOR,32814769,PMID
MYC,PRPS2,1.0,SIGNOR,18677108,PMID
MYC,SLC2A1,1.0,GEREDB;SIGNOR,10823814,PMID
SATB2,IGHM,1.0,SIGNOR,14701874,PMID
NFIA,ID3,-1.0,SIGNOR,31838646,PMID
NFIA,NEUROD4,1.0,SIGNOR,31838646,PMID
NFIA,NFIX,1.0,SIGNOR,29106906,PMID
NFIA,EPHA4,1.0,SIGNOR,31838646,PMID
NFIB,NEUROD4,1.0,SIGNOR,31838646,PMID
NFIB,EPHA4,1.0,SIGNOR,31838646,PMID
NFIB,ID3,-1.0,SIGNOR,31838646,PMID
NFIB,NFIX,1.0,SIGNOR,29106906,PMID
NFIX,ID3,-1.0,SIGNOR,31838646,PMID
NFIX,NEUROD4,1.0,SIGNOR,31838646,PMID
NFIX,EPHA4,1.0,SIGNOR,31838646,PMID
HES1,PPARG,-1.0,SIGNOR,14614508,PMID
HES1,FLT3,-1.0,Pavlidis2021;SIGNOR,25234168,PMID
RUNX3,ELANE,1.0,SIGNOR,14594802,PMID
SOX6,HBG2,-1.0,SIGNOR,20395365,PMID
SOX6,PPARG,1.0,SIGNOR,26893351,PMID
GATA2,KLF1,1.0,SIGNOR,8195185,PMID
RUNX2,ALPL,1.0,NTNU.Curated;Pavlidis2021;SIGNOR,11331591;15383550;17352650;18287524;19259985;23287548,PMID
PRDM1,FCER2,-1.0,SIGNOR,11342629,PMID
KLF4,TNF,-1.0,SIGNOR,22378047,PMID
FOXP2,RELN,1.0,SIGNOR,25232744,PMID
FOXP2,AUTS2,1.0,SIGNOR,25232744,PMID
ESR1,SCN9A,-1.0,SIGNOR,22169964,PMID
ESR1,SCN8A,1.0,SIGNOR,22169964,PMID
NFATC2,GPC6,1.0,SIGNOR,21871017,PMID
NFATC2,IL6,1.0,SIGNOR,17079331,PMID
NFATC2,FST,1.0,SIGNOR,15130492,PMID
ESR2,SCN9A,-1.0,SIGNOR,22169964,PMID
MECOM,ANGPT1,1.0,SIGNOR,15889140,PMID
MECOM,TEK,1.0,SIGNOR,15889140,PMID
MECOM,ANGPT2,1.0,SIGNOR,15889140,PMID
ZNF804A,BIRC3,-1.0,SIGNOR,23434502,PMID
ZNF804A,CLIC2,-1.0,SIGNOR,23434502,PMID
EPAS1,HBB,1.0,SIGNOR,20534544,PMID
EPAS1,HBA2,1.0,SIGNOR,20534544,PMID
EPAS1,KDM5B,1.0,SIGNOR,32938217,PMID
SPIB,IL7,1.0,CytReg,22698399,PMID
IRF4,TNF,1.0,CytReg,22698399,PMID
IRF4,CCL3,1.0,CytReg,22698399,PMID
IRF4,IL7,-1.0,CytReg,22698399,PMID
IRF8,TGFB2,1.0,CytReg,21731497,PMID
JUN,IL1RN,1.0,CytReg,11933077,PMID
NFATC2,CCL5,1.0,CytReg,9120310,PMID
NFATC2,IL17A,-1.0,CytReg,15459204;22989874,PMID
MEIS1,IL10,1.0,CytReg,18093541,PMID
MEIS1,CCL4,-1.0,CytReg,18375036,PMID
MEIS1,CCL3,-1.0,CytReg,18375036,PMID
STAT4,CSF2,1.0,CytReg;GEREDB,18802110;26123499,PMID
BATF,IL10,1.0,CytReg,28166218,PMID
PRDM1,CSF2,1.0,CytReg,26750311,PMID
PRDM1,CCL8,-1.0,CytReg,24477914,PMID
ID2,IL10,1.0,CytReg,24723679,PMID
ATF3,IL10,1.0,CytReg,20351107,PMID
ATF3,IL1B,1.0,CytReg;GEREDB,19097984;24951825,PMID
ATF3,CCL3,-1.0,CytReg,26416280,PMID
ATF3,CSF1,-1.0,CytReg,24994901,PMID
TBX21,CCL4,1.0,CytReg,16473879,PMID
TBX21,IL17A,1.0,CytReg,21151104,PMID
TBX21,CCL3L3,1.0,CytReg,16473879,default activation
PPARG,CXCL3,1.0,CytReg,27512010,PMID
EZH2,TNF,-1.0,CytReg,24567534,PMID
EZH2,IL4,1.0,CytReg,16009709;21624129;24108699,PMID
EZH2,IL17A,1.0,CytReg,21674483,default activation
ID1,IFNG,1.0,CytReg;GEREDB,17012234,PMID
ID1,TNF,1.0,CytReg;GEREDB,17012234,PMID
XBP1,CXCL3,1.0,CytReg,16931790,PMID
ESR2,TNF,1.0,CytReg,16483936,default activation
TWIST2,TNF,1.0,CytReg,16831897,PMID
GATA2,CSF2,1.0,CytReg,17283044,PMID
GATA2,IL4,1.0,CytReg,15739164;21454593,PMID
PAX3,TGFB2,1.0,CytReg,16787918,PMID
MITF,CXCL8,-1.0,CytReg;NTNU.Curated,20573688;24471568,PMID
TCF4,CXCL8,1.0,CytReg,26123998,PMID
EBF1,CXCL5,1.0,CytReg,17374609,PMID
ATF3,EPAS1,1.0,GEREDB,18511933,default activation
ATF3,MMP9,1.0,GEREDB,20560878,PMID
BACH2,HMOX1,-1.0,GEREDB,17018862,PMID
BCL11A,DCC,1.0,GEREDB,20534004,PMID
BCL11A,MAP1B,1.0,GEREDB,19616629;20534004,PMID
EPAS1,SCGB3A1,1.0,GEREDB,20660313,default activation
EPAS1,NDRG1,1.0,GEREDB,18508787,PMID
EPAS1,PLAUR,1.0,GEREDB,16778202,default activation
ESR1,PTGS2,-1.0,GEREDB,19797124;20819530,PMID
ESR1,GCH1,1.0,GEREDB,17082313,default activation
ESR1,IFNG,1.0,GEREDB,16237062;18200028,default activation
ESR1,FGF7,1.0,GEREDB,14999240;15311216;15781986,PMID
ESR1,CXCL1,1.0,GEREDB,18468914,default activation
ESR1,EDN1,-1.0,GEREDB,10432218,PMID
ESR1,FCGR3A,1.0,GEREDB,17923257,default activation
ESR1,CYP27A1,-1.0,GEREDB,17482558,PMID
ESR1,APOD,-1.0,GEREDB,19107621,PMID
ESR1,VEGFC,-1.0,GEREDB,20819530,PMID
ESR2,MYC,-1.0,GEREDB,14729654,PMID
ESR2,HMOX1,1.0,GEREDB,16330533,default activation
ESR2,FCGR3A,1.0,GEREDB,17923257,default activation
ESR2,CYP27A1,-1.0,GEREDB,17482558,PMID
GATA2,HBG1,1.0,GEREDB,11167015,PMID
GATA2,PF4,-1.0,GEREDB,8288642,PMID
GATA2,TFRC,1.0,GEREDB,16867900,PMID
GATA3,GATA2,-1.0,GEREDB,19106099;7829479,PMID
GATA3,MYC,1.0,GEREDB,18471881,default activation
GLIS3,RUNX2,1.0,GEREDB,17488195,PMID
GLIS3,SPP1,1.0,GEREDB,17488195,PMID
HES1,IL6,1.0,GEREDB;Pavlidis2021,18976936;25733872,default activation
HES1,SPP1,1.0,GEREDB,18162173;9108352,default activation
HIVEP3,RUNX2,1.0,GEREDB,16728642;17966382,default activation
HIVEP3,TNF,1.0,GEREDB,12173742,default activation
ID1,SERPINE1,1.0,GEREDB,17579118,default activation
ID1,MMP9,1.0,GEREDB,16618731,default activation
ID2,CDH5,1.0,GEREDB,19043732,default activation
IRF4,IL6,1.0,GEREDB,18535667,default activation
JUN,CD69,1.0,GEREDB,9580241,PMID
JUN,TRPC6,1.0,GEREDB,12529250,PMID
JUN,CCL20,1.0,GEREDB,19350575,PMID
KLF1,SPTB,1.0,GEREDB,16728274,default activation
KLF1,SLC4A1,1.0,GEREDB,16728274,default activation
KLF4,HSP90AA1,1.0,GEREDB,19669938,PMID
KLF5,ICAM1,1.0,GEREDB,16500892,PMID
KLF5,F3,1.0,GEREDB,10865841,PMID
MAF,CD8A,1.0,GEREDB,19414776,PMID
MECOM,MAP2,1.0,GEREDB,10470856,PMID
MECOM,SERPINE1,-1.0,GEREDB;NTNU.Curated,17409414;23517670,PMID
MEF2C,DLX5,1.0,GEREDB;Pavlidis2021,17420000,PMID
MEF2C,DLX6,1.0,GEREDB;Pavlidis2021,17420000,PMID
MITF,SDC1,-1.0,GEREDB,15226356,PMID
MITF,PTGDS,1.0,GEREDB,16337607,default activation
MITF,SLC45A2,1.0,GEREDB,16963427,default activation
MITF,MKI67,-1.0,GEREDB,17266927,PMID
MYC,CDH2,-1.0,GEREDB,15545632,PMID
MYC,VCAM1,1.0,GEREDB,10528192;11318876,PMID
MYC,PLAUR,1.0,GEREDB,20123981,default activation
MYC,KIT,1.0,GEREDB,17637497,default activation
MYC,CHI3L1,1.0,GEREDB,17160890,PMID
MYC,ABCB1,1.0,GEREDB,11776085,default activation
MYC,SGK1,1.0,GEREDB,20861224,PMID
NFIA,MT2A,1.0,GEREDB,9325160,default activation
NFIX,HGF,-1.0,GEREDB,10851080,PMID
NR2F1,LAMB1,1.0,GEREDB,18177425,PMID
NR2F2,PPARG,1.0,GEREDB,11399762,default activation
NR2F2,ANGPT1,1.0,GEREDB,20133706,default activation
NR3C2,TNF,1.0,GEREDB,15157954,PMID
NR3C2,SERPINE1,1.0,GEREDB,12113592;12915681;15921847;19939912,PMID
NR3C2,PTGS2,1.0,GEREDB,15044365;16960100,default activation
NR3C2,F13A1,1.0,GEREDB,18299485,PMID
NR3C2,IL6,1.0,GEREDB,15044365;19939912,PMID
NR3C2,FN1,1.0,GEREDB,16876110,PMID
NR3C2,RARRES2,1.0,GEREDB,19939912,PMID
NR3C2,PGF,1.0,GEREDB,20921624,PMID
NR4A3,IL6,-1.0,GEREDB,16873729,PMID
NR4A3,IL1B,-1.0,GEREDB,16873729,PMID
NR4A3,CCL3,-1.0,GEREDB,16873729,PMID
OTX2,MITF,1.0,GEREDB,20463321,default activation
PAX3,VCAN,1.0,GEREDB,9486530,default activation
PAX5,CR1,1.0,GEREDB,15067064,default activation
PAX5,SDC1,-1.0,GEREDB,9120274,PMID
PBX1,RUNX2,-1.0,GEREDB,19064610,PMID
PPARG,LEPR,1.0,GEREDB,17393179,default activation
PPARG,NDRG1,1.0,GEREDB,10676663,default activation
PPARG,CX3CR1,-1.0,GEREDB,16908772;19850645,PMID
PPARG,ABCG1,1.0,GEREDB,15578089;17848583;20170635;20419060;20675829,PMID
PPARG,IGF1,-1.0,GEREDB,18394717;20064783;20685873,PMID
PPARG,MRC1,1.0,GEREDB,14499109;19535643,PMID
PPARG,PDK4,-1.0,GEREDB,11181544,PMID
PPARG,MSR1,-1.0,GEREDB,11007963;9422508,PMID
PPARG,GPX3,1.0,GEREDB,18936159,PMID
PPARG,HSPA1A,1.0,GEREDB,15315910;19116451,default activation
PPARG,MMP13,-1.0,GEREDB;NTNU.Curated,11263774;19046432;19296842;22472882,PMID
PPARG,CFD,-1.0,GEREDB,8923470,PMID
PPARG,CD14,1.0,GEREDB,15741503;17237441,PMID
PPARG,CCR7,-1.0,GEREDB,17330136,PMID
PPARG,PDGFRA,-1.0,GEREDB,11278956,PMID
PPARG,PAPPA,1.0,GEREDB,16388849,default activation
PPARG,COL3A1,-1.0,GEREDB,18278065,PMID
PPARG,S100A12,-1.0,GEREDB,14644389,PMID
PPARG,CCL3,-1.0,GEREDB,15698832,PMID
PPARG,CD69,1.0,GEREDB,15818060,default activation
PPARG,PDGFRB,1.0,GEREDB,18332871,default activation
PPARG,TLR2,-1.0,GEREDB,17237441,PMID
PPARG,PPP1R14A,-1.0,GEREDB,20008283,PMID
PRDM1,XBP1,1.0,GEREDB,12150891;16824134,PMID
PRDM1,NR5A2,-1.0,GEREDB,17923694,PMID
PRDM1,RSAD2,-1.0,GEREDB,16849320,PMID
PRDM1,GZMB,1.0,GEREDB,17182561,PMID
PRDM1,ESR1,-1.0,GEREDB,19433448,PMID
RORA,ICAM1,-1.0,GEREDB,14741380,PMID
RORA,VCAM1,-1.0,GEREDB,14741380,PMID
RORA,IBSP,1.0,GEREDB,10900268;20185965,PMID
RUNX2,RGS2,1.0,GEREDB,12746312;18625716,PMID
RUNX2,IL1B,1.0,GEREDB,16549373,regulon
RUNX2,SPOCK1,-1.0,GEREDB,18313048,PMID
RUNX3,RUNX2,-1.0,GEREDB,17013873,PMID
RUNX3,EOMES,1.0,GEREDB;NTNU.Curated,19139168;20399120,default activation
RUNX3,CXCL8,-1.0,GEREDB,20615577,PMID
SOX4,IGLL1,1.0,GEREDB,20621055,default activation
STAT4,CD8A,1.0,GEREDB,17575072,PMID
STAT4,IL12RB2,1.0,GEREDB,19359411,PMID
STAT4,IL17A,1.0,GEREDB,17404271,default activation
TCF4,ENC1,1.0,GEREDB,11691783,PMID
TCF4,TF,1.0,GEREDB,16425294,PMID
TCF4,ID2,-1.0,GEREDB,20603605,PMID
TEAD1,CCL5,1.0,GEREDB,17442931,regulon
THRB,FN1,1.0,GEREDB,15525600,PMID
THRB,PTGDS,1.0,GEREDB,9162076,PMID
THRB,SLC2A1,1.0,GEREDB,16862226,default activation
XBP1,IGF1,1.0,GEREDB,17560942,PMID
YBX3,VEGFC,-1.0,GEREDB,20623179,PMID
ZNF423,PPARG,1.0,GEREDB,20200519,PMID
ZNF521,BCL2,-1.0,GEREDB,20951345,PMID
JUN,GNLY,1.0,NTNU.Curated,11722647,default activation
JUN,TNFRSF9,1.0,NTNU.Curated,12706838,default activation
JUN,SLC1A3,1.0,NTNU.Curated,17151912;18371048,default activation
JUN,MYL9,1.0,NTNU.Curated,20551518,default activation
JUN,HMBS,1.0,NTNU.Curated,2771941,default activation
JUN,TFF3,1.0,NTNU.Curated,10095097,default activation
JUN,HGF,1.0,NTNU.Curated,10713700,PMID
JUN,BIRC3,1.0,NTNU.Curated,10751398,default activation
JUN,CXCL1,1.0,NTNU.Curated,11115149,default activation
JUN,SLC7A11,1.0,NTNU.Curated,11213471,default activation
JUN,LPL,1.0,NTNU.Curated,11916942;12882931,default activation
JUN,CALCB,1.0,NTNU.Curated,17481780,PMID
JUN,DNAJB4,1.0,NTNU.Curated,17510411,PMID
JUN,VCAN,1.0,NTNU.Curated,19269971,PMID
JUN,OLR1,1.0,NTNU.Curated,19330905;22597534,default activation
JUN,ENPP2,1.0,NTNU.Curated,22975311,default activation
JUN,LAMB1,1.0,NTNU.Curated,8645318,PMID
PAX5,BACH2,1.0,NTNU.Curated,22858985,default activation
GATA3,RUNX3,-1.0,NTNU.Curated,23310955,PMID
PPARG,TIMP3,1.0,NTNU.Curated,22472882,default activation
MITF,PTGS2,1.0,NTNU.Curated,24471568,PMID
NR2F2,HBB,-1.0,NTNU.Curated,16943425;17970752,PMID
SNAI2,SOX6,1.0,NTNU.Curated,21645238,PMID
SNAI2,SOX5,-1.0,NTNU.Curated,21645238,PMID
RUNX2,VCAN,1.0,NTNU.Curated,19259985,PMID
RUNX2,CLC,1.0,NTNU.Curated,11441910,regulon
RUNX2,SLPI,1.0,NTNU.Curated,23287548,regulon
RUNX2,MPO,-1.0,NTNU.Curated,19179305,PMID
KLF4,F3,-1.0,NTNU.Curated,17339326,PMID
KLF4,ALPL,1.0,NTNU.Curated,23558921,PMID
KLF4,BIRC3,1.0,NTNU.Curated,12919939,PMID
RUNX3,GZMB,1.0,NTNU.Curated,19139168,default activation
RUNX3,PRF1,1.0,NTNU.Curated,19139168,default activation
TCF7L2,JUN,1.0,NTNU.Curated;Pavlidis2021,16007074;19671687,PMID
TCF7L2,HPGD,1.0,NTNU.Curated,22082586,regulon
TCF7L2,CCN1,1.0,NTNU.Curated,22540002,regulon
TCF7L2,SLC7A11,1.0,NTNU.Curated,23592778,PMID
ID1,ALPL,-1.0,NTNU.Curated,18287524,PMID
ID2,CD8A,1.0,NTNU.Curated,17086188,default activation
ID2,ALPL,-1.0,NTNU.Curated,18287524,PMID
ID3,ALPL,-1.0,NTNU.Curated,18287524,PMID
POU2AF1,BCL2,1.0,NTNU.Curated,16186795,default activation
HES1,COL1A1,1.0,Pavlidis2021,25107895,default activation
HES1,COL1A2,1.0,Pavlidis2021,25107895,default activation
HES1,CXCL2,-1.0,Pavlidis2021,27322654,PMID
HES1,MMP13,1.0,Pavlidis2021,25733872,PMID
HES1,IL1RL1,1.0,Pavlidis2021,25733872,PMID
LEF1,COL1A1,-1.0,Pavlidis2021,19650108,PMID
PBX1,PAX3,1.0,Pavlidis2021,18849531,PMID
PBX1,PBX1,1.0,Pavlidis2021,17082260,PMID
PBX1,ALPL,1.0,Pavlidis2021,21597276,PMID
PBX1,GLI3,1.0,Pavlidis2021,21262763,regulon
PBX1,IBSP,-1.0,Pavlidis2021,21597276,PMID
PBX1,IGFBP2,-1.0,Pavlidis2021,17082260,PMID
PBX1,PDGFRB,-1.0,Pavlidis2021,26138478,PMID
TCF7L2,CXCL12,1.0,Pavlidis2021,23295773,regulon
TCF7L2,NCAPG,1.0,Pavlidis2021,23295773,regulon
TCF7L2,SOX5,1.0,Pavlidis2021,23295773,regulon
TCF7L2,SPP1,1.0,Pavlidis2021,21772333,PMID
MEF2C,RUNX2,1.0,Pavlidis2021,21652706;24692107,PMID
MEF2C,AMPD1,1.0,Pavlidis2021,26101156,PMID
MEF2C,FRZB,1.0,Pavlidis2021,22161640,PMID
MEF2C,MYOM1,1.0,Pavlidis2021,17875930,PMID
MEF2C,MYOM2,1.0,Pavlidis2021,17875930,PMID
MEF2C,OLFM4,1.0,Pavlidis2021,28115742,default activation
MEF2C,IBSP,1.0,Pavlidis2021,21652706,PMID
MEF2C,LEF1,-1.0,Pavlidis2021,22161640,PMID
GATA2,DIO2,1.0,Pavlidis2021,26571013,PMID
SATB2,CDH2,1.0,Pavlidis2021,28167342,PMID
SATB2,DCC,1.0,Pavlidis2021,24739528,PMID
SATB2,MYC,1.0,Pavlidis2021,28167342,PMID
SATB2,LEF1,1.0,Pavlidis2021,28167342,PMID
SATB2,BCL2,1.0,Pavlidis2021,28167342,PMID
SATB2,SNAI2,1.0,Pavlidis2021,28167342,PMID
MAF,IRF4,1.0,Pavlidis2021,26278622,default activation
DLX5,ALPL,1.0,Pavlidis2021,15383550,PMID
DLX5,BMPER,1.0,Pavlidis2021,18697905,PMID
GLI3,CDK6,-1.0,Pavlidis2021,22465667;30093555,PMID
GLI3,GNA14,-1.0,Pavlidis2021,29415007,PMID
TCF4,CD36,1.0,Pavlidis2021,25721714,PMID
BCL11A,FRZB,1.0,Pavlidis2021,22491945,PMID
BCL11A,HBB,-1.0,Pavlidis2021,23576758,PMID
BCL11A,ID3,1.0,Pavlidis2021,24591644,PMID
BCL11A,TCF4,1.0,Pavlidis2021,24591644,PMID
BCL11B,SNAI2,-1.0,Pavlidis2021,23015591,PMID
BCL11B,TGFA,-1.0,Pavlidis2021,23015591,PMID
BCL11B,TGFB2,-1.0,Pavlidis2021,23015591,PMID
JUN,HBG2,1.0,Pavlidis2021,19861239,PMID
BATF,MAF,1.0,Pavlidis2021,26278622,PMID
BATF,IL4,1.0,Pavlidis2021,26278622,PMID
BATF,IRF4,1.0,Pavlidis2021,26278622,PMID
EPAS1,PRDX2,1.0,Pavlidis2021,26837221,PMID
TCF7L1,NR5A2,-1.0,Pavlidis2021,24648413,PMID
EOMES,EBF1,-1.0,Pavlidis2021,22735158,PMID
WWTR1,SOX6,-1.0,Pavlidis2021,29511023,PMID
WWTR1,SOX5,-1.0,Pavlidis2021,29511023,PMID
SOX6,RUNX2,1.0,Pavlidis2021,24692107,PMID
SOX5,RUNX2,1.0,Pavlidis2021,24692107,PMID
ESR1,IGFBP4,1.0,DoRothEA-A,18414489,default activation
ESR1,PTPRG,1.0,DoRothEA-A,18414489,default activation
GATA2,AMOTL1,1.0,DoRothEA-A,22951020,PMID
GATA2,PLSCR2,1.0,DoRothEA-A,22951020,PMID
